scenario,intervention,level,anc,initial_l45,final_l45,free_referral,self_referral,emergency_transfer,delay_lt1h_given_transfer,delay_1_2h_given_transfer,delay_2plus_given_transfer,iv_iron,pph_bundle,mgso4,antibiotics,oxytocin,iv_iron_given_anemia_anc,pph_bundle_given_pph,mgso4_given_eclampsia,antibiotics_given_sepsis,oxytocin_given_ol,pph,maternal_sepsis,eclampsia,obstructed_labor,aph,uterine_rupture,severe_complication,maternal_deaths_per_100k,facility_maternal_deaths_per_100k,neonatal_deaths_per_1000
referral_base,Referral,base,0.6282133083826311,0.6823084932995291,0.7658267938347619,0.0,0.6823084932995291,0.09521087367700913,0.35955763687626613,0.47395491920116223,0.16648744392257162,0.033066320576280735,0.0,0.003805686345526983,0.018212201698257477,0.012868022858062697,0.26710242546325785,0.0,0.3424719931192722,0.15590220128046034,0.0,0.033633345406253776,0.10463242987645378,0.009577699303794922,0.05656676325003018,0.021293009779065553,0.001771298643808604,0.040550525172039116,58.976216346734276,34.28947268053453,8.248470763411003
referral_current,Referral,current,0.6282133083826311,0.6823084932995291,0.7658267938347619,0.0,0.6823084932995291,0.09521087367700913,0.35955763687626613,0.47395491920116223,0.16648744392257162,0.033066320576280735,0.0,0.003805686345526983,0.018212201698257477,0.012868022858062697,0.26710242546325785,0.0,0.3424719931192722,0.15590220128046034,0.0,0.033633345406253776,0.10463242987645378,0.009577699303794922,0.05656676325003018,0.021293009779065553,0.001771298643808604,0.040550525172039116,58.976216346734276,34.28947268053453,8.248470763411003
referral_moderate,Referral,moderate,0.6282133083826311,0.6823084932995291,0.7658267938347619,0.0,0.6823084932995291,0.09521087367700913,0.45399134654629025,0.42820384435257025,0.11780480910113955,0.033066320576280735,0.0,0.003805686345526983,0.018212201698257477,0.012868022858062697,0.26710242546325785,0.0,0.3424719931192722,0.15590220128046034,0.0,0.033633345406253776,0.10463242987645378,0.009577699303794922,0.05656676325003018,0.021293009779065553,0.001771298643808604,0.040550525172039116,57.40170630608877,32.61587077666572,8.248470763411003
referral_high,Referral,high,0.6282133083826311,0.6823084932995291,0.7658267938347619,0.0,0.6823084932995291,0.09521087367700913,0.5392475039401016,0.3885120947094283,0.07224040135047013,0.033066320576280735,0.0,0.003805686345526983,0.018212201698257477,0.012868022858062697,0.26710242546325785,0.0,0.3424719931192722,0.15590220128046034,0.0,0.033633345406253776,0.10463242987645378,0.009577699303794922,0.05656676325003018,0.021293009779065553,0.001771298643808604,0.040550525172039116,56.098836975331,31.23110300720939,8.248470763411003
pulse_base,PULSE,base,0.6282133083826311,0.6823084932995291,0.7658267938347619,0.0,0.6823084932995291,0.09521087367700913,0.35955763687626613,0.47395491920116223,0.16648744392257162,0.033066320576280735,0.0,0.003805686345526983,0.018212201698257477,0.012868022858062697,0.26710242546325785,0.0,0.3424719931192722,0.15590220128046034,0.0,0.033633345406253776,0.10463242987645378,0.009577699303794922,0.05656676325003018,0.021293009779065553,0.001771298643808604,0.040550525172039116,58.976216346734276,34.28947268053453,8.248470763411003
pulse_current,PULSE,current,0.6282133083826311,0.6823084932995291,0.7658350939675641,0.0,0.6823084932995291,0.09523119642641556,0.3595527926012131,0.4737530649089674,0.16669414248981948,0.033066320576280735,0.0,0.0037951225401424604,0.018108777013159483,0.012868022858062697,0.26710242546325785,0.0,0.3415836038443447,0.15620315818666955,0.0,0.033633345406253776,0.10385422954646062,0.009579107811179524,0.05656676325003018,0.021293009779065553,0.001771298643808604,0.0404652098676003,57.829288904986115,33.876814290287,8.277898506982172
pulse_moderate,PULSE,moderate,0.6282133083826311,0.6823084932995291,0.7657637128254657,0.0,0.6823084932995291,0.0949563362710773,0.36207700202951015,0.47217536693719786,0.16574763103329196,0.033066320576280735,0.0,0.003792758259889734,0.016606201456799065,0.012868022858062697,0.26710242546325785,0.0,0.3414845098250989,0.1553335113230987,0.0,0.033633345406253776,0.09566883979234576,0.00953302949816894,0.05656676325003018,0.021293009779065553,0.001771298643808604,0.03935178478007163,57.3916455390559,33.209022168746394,8.248068332729687
pulse_high,PULSE,high,0.6282133083826311,0.6823084932995291,0.7656829248661918,0.0,0.6823084932995291,0.09439625337035695,0.3618405038348833,0.47325949251247906,0.16490000365263766,0.033066320576280735,0.0,0.003928075576481951,0.015241106281942935,0.012868022858062697,0.26710242546325785,0.0,0.35368289189946295,0.15545748880181967,0.0,0.033633345406253776,0.0876570988772184,0.009516026801883376,0.05656676325003018,0.021293009779065553,0.001771298643808604,0.038263411002454825,57.738742001690206,33.43374258743152,8.219847881202464
fqa_base,FQA,base,0.6282133083826311,0.6823084932995291,0.7658256871503883,0.0,0.6823084932995291,0.0947022012958268,0.360423085376441,0.4734095580064499,0.16616735661710905,0.07142626463841603,0.01636997464686708,0.005482413779226528,0.054593343796531045,0.028876162018592298,0.5765846613141766,0.5152416909506122,0.5165399953549055,0.49653769845236334,0.0,0.02339430158155258,0.07305127972956658,0.008364572014970421,0.05443569157712584,0.021293009779065553,0.001771298643808604,0.03373194092317598,51.45579298965753,27.199197593775878,8.193790494587308
fqa_current,FQA,current,0.6282133083826311,0.6823084932995291,0.7658256871503883,0.0,0.6823084932995291,0.09470200008048614,0.36042217228646145,0.4734085550524355,0.16616927266110298,0.07142626463841603,0.01639004587709767,0.005486941124391323,0.05465350718338766,0.028911626222383194,0.5765846613141766,0.5158735108312287,0.516961593892885,0.49709787165640107,0.0,0.023384089903014205,0.07300786751981972,0.008361855607871544,0.054431818181818185,0.021293009779065553,0.001771298643808604,0.03372303714435188,51.43064107207533,27.16175448274599,8.1939414060928
