Iteration,RMSE
1,14.637103721230469
2,6.91424071509314
3,10.0
4,17.49264363410413
5,10.0
6,5.298877722809247
7,10.0
8,8.79653698379455
9,7.938190251056628
10,10.0
11,10.0
12,5.707371747348238
13,9.16044388368501
14,7.654897092080928
15,11.044862521067133
16,10.0
17,9.515025337261362
18,5.54341597213028
19,10.0
20,10.0
21,5.059824092671973
22,3.345251992861795
23,4.368868495461058
24,10.0
25,3.2025979941222897
26,3.3154137371173467
27,3.2214289376475054
28,3.299339930586878
29,3.2125262139756536
30,10.0
31,5.26793553694867
32,3.205943852355292
33,3.2454416067999503
34,10.0
35,3.169969752974941
36,3.215042807525603
37,3.3285495474845694
38,3.205243701961707
39,4.865712064162665
40,3.1946243065181386
41,3.283915692261053
42,3.161865438632869
43,3.1661636144597853
44,3.1753930915804705
45,3.1771056918714797
46,3.159057967388275
47,3.1603129055950414
48,3.1675001632951987
49,3.166741572273855
50,3.1548667010438964
51,3.166761380120865
52,3.1562363720009956
53,3.185885739262152
54,3.163321280964578
55,3.156895668688327
56,3.1773847400017083
57,3.158236740326193
58,3.157038165476255
59,3.1564918012508274
60,3.165028764658737
61,10.0
62,3.1550282135802274
63,3.165171318248801
64,3.154248773634121
65,3.1557802336375125
66,10.0
67,3.1618830930856854
68,3.152306473286461
69,10.0
70,3.151622261639171
71,3.153261205995248
72,3.1560607409917494
73,3.1584241024892967
74,3.1532084910631686
75,3.1535176038042385
76,3.1567945855984605
77,3.150849594482535
78,3.1526271098263323
79,3.165423266848018
80,3.1656374331030275
81,3.1581980617032452
82,3.155519469621317
83,3.1637481236908886
84,3.15783250959094
85,3.1545120630138856
86,3.1597559406598044
87,3.15756647339806
88,3.1572863855069033
89,3.1612739413502773
90,3.1651581006833505
91,3.163502383229698
92,3.15082742726259
93,3.157107054603941
94,3.1543959948027913
95,3.1565920864330383
96,3.1614017514778783
97,3.1567551263736906
98,3.15359593829403
99,3.1675115693654665
100,3.159721331635969
101,3.161220679387748
102,3.157369513518309
103,3.154488145657357
104,14.772951029511614
105,3.1708879413639512
106,3.1566944749014616
107,3.1570636805226027
108,3.1505271078671893
109,3.1630977122611936
110,3.1633174769327224
111,3.1570391920360086
112,3.2048952990368336
113,3.1884545056232656
114,3.1638994825302422
115,3.2190296830785865
116,10.0
117,3.1718586348770157
118,3.1674144464927254
119,3.1662720545332292
120,3.1653805693212065
121,3.1654734594979597
122,3.1702393344523268
123,3.2242768418791803
124,3.152641410339791
125,10.0
