Iteration,RMSE
1,76.97709583003497
2,7.287278969622662
3,97.84748280774116
4,37.255036390913695
5,41.44069680951742
6,18.19364964919818
7,23.64132049232183
8,9.735285508746692
9,112.22124957071986
10,66.63472395440584
11,56.88766967105942
12,18.469230772108556
13,88.74190513123055
14,99.1168423021279
15,62.25944642988647
16,75.4609065938182
17,43.41527415996022
18,11.37068514430831
19,73.01370628464777
20,17.42266040322767
21,23.90273097872516
22,10.901235462181125
23,10.05768962247549
24,2.575512365668604
25,6.686376013385395
26,20.65872264253591
27,19.145516817794483
28,14.999622432332686
29,13.86996611277763
30,30.754593246471757
31,25.725198566687354
32,8.38853593717004
33,7.780823945245186
34,8.133201134225468
35,27.426326349254147
36,7.465911634717562
37,33.10001288892763
38,29.151328641811833
39,8.428037174739229
40,20.789912004110462
41,3.8634536010729486
42,3.78359189949005
43,3.7766041988075636
44,7.660312099827256
45,4.8196336036357605
46,4.969940090626734
47,3.236820116149841
48,3.4074051883810306
49,5.351263945324382
50,4.98446365978374
51,5.149883934193079
52,8.757936962757743
53,35.36501649371672
54,11.448029882422835
55,6.606289018038009
56,14.327701877466597
57,4.15636543159651
58,3.2235393981762317
59,8.601767947416555
60,5.5797763226515436
61,1.5676664696777598
62,25.01844887013674
63,2.14643321647761
64,2.5081588573422526
65,3.1644934774384517
66,0.43664287014477954
67,2.131553147913178
68,19.707115813592306
69,12.193139402876309
70,2.7223410988403227
71,2.823794294996322
72,3.188581379947906
73,5.315166272500058
74,27.36825793970301
75,4.685981679491672
76,20.087719485421722
77,4.524408355062216
78,28.409834670050472
79,3.2635578370299627
80,1.7555949866988898
81,1.9792633082802904
82,3.2827729091066282
83,3.715010092303677
84,3.9708682409374183
85,2.8274435774709326
86,99.65535895384323
87,7.035951481398175
88,22.23450960186138
89,4.8836540704489915
90,4.140948162866351
91,4.695453750682059
92,22.50318704548802
93,8.889727654401067
94,33.413955476678616
95,18.94910406875059
96,5.3640426281680975
97,4.046946043328925
98,9.459934692546863
99,2.2152708251769977
100,1.8906553089511429
101,4.076985000266946
102,2.688688736306722
103,6.046452667714842
104,2.0767768200008474
105,40.11974691315518
106,1.8075389685179728
107,12.822502458049822
108,5.229622188787455
109,27.509794184767216
110,2.4615401326636808
111,5.098232463651766
112,2.5632934962175193
113,43.50775260751711
114,5.795664158285442
115,8.64948777367659
116,4.105680720830688
117,4.8872369016183965
118,3.0554998646278966
119,1.5801763829648305
120,5.96432562860159
121,14.470399972315144
122,3.0663028764537024
123,3.629780391900904
124,3.8873275058843344
125,3.578632706086879
126,5.853737580866843
127,4.316680479457485
128,33.89034332141286
129,1.7206533889772306
130,5.943497516634669
131,2.960443967657448
132,2.0780229911888224
133,2.7347600433527566
134,3.748055819208911
135,57.95204526854944
136,28.441505010120043
137,1.657368580955625
138,1.6095309254026295
139,4.087606513474018
140,2.616815600820346
141,4.292414367668115
142,14.624336430745348
143,2.7400450884951417
144,3.8287947024236404
145,24.532406091788868
146,1.3336127210405742
147,2.739398662622497
148,1.3823262628923543
149,1.412174056394795
150,2.474619325196593
151,3.4340548682401315
152,1.1361992521151958
153,2.056371650801072
154,1.8604104123581136
155,2.4319667672535767
156,1.3882670669150725
157,1.7848335973476908
158,3.4969924642939527
159,2.2253879948080404
160,1.3774710719327918
161,2.1826358404455837
162,1.699743491348136
163,1.4635288046271633
164,0.9904964288074914
165,1.7508390996116394
166,1.4000240389450025
167,2.967711352961601
168,3.1146708515133836
169,1.2151724416014313
170,3.4082889021530653
171,1.137305022973851
172,28.38326425087812
173,54.74252766714234
174,1.0990397870029434
175,3.2466907131967653
176,2.2547300232691576
177,4.241706782384977
178,1.7029619500411028
179,3.4476645564640993
180,21.147014023794583
181,2.298843562547462
182,1.867091746298011
183,1.8071559759428895
184,24.88400761797666
185,2.465164874711788
186,18.551387032009607
187,1.7148202635408876
188,2.1384206533704417
189,17.071199439274686
190,25.621638853446697
191,1.9952548201875224
192,3.2347640936219713
193,28.299255773527147
194,4.359199195369451
195,1.0860787249357067
196,1.8514160217293172
197,0.9080703515196703
198,1.9504188930581032
199,1.4169735009055429
200,1.9118467705318782
