p_MM_home,weight_facility_mat,p_MM_others,MM_weight_pph,MM_weight_sepsis,MM_weight_eclampsia,MM_weight_ol,MM_weight_aph,Weighted_RMSE
0.14557157601939014,2.6661424020765736,0.0052537847455937205,2.0,0.47599639899473134,2.0,0.18548586174592174,2.0,0.541490406701034
