Metric,Target,Simulated,Error%,Tolerance%,Within_Tolerance
MMR_home,457.0,481.60279256547227,5.383543230956734,10,True
MMR_l23,27.0,26.16863653403344,-3.0791239480243,10,True
MMR_l45,116.0,106.71920296553522,-8.000687098676538,10,True
p_death_aph,0.149,0.15024630279726356,0.8364448303782318,10,True
p_death_pph,0.247,0.2650137164329317,7.293002604425791,10,True
p_death_eclampsia,0.258,0.23232387250972358,-9.951987399331946,10,True
p_death_ol,0.035,0.035049941687401304,0.14269053543228666,10,True
p_death_sepsis,0.165,0.16894449229272893,2.390601389532678,10,True
p_death_other,0.146,0.14842167427995098,1.658681013665063,10,True
