scenario,intervention,level,anc,initial_l45,final_l45,free_referral,emergency_transfer,delay_lt1h_given_transfer,delay_1_2h_given_transfer,delay_2plus_given_transfer,iv_iron_given_anemia_anc,pph_bundle_given_pph,mgso4_given_eclampsia,antibiotics_given_sepsis,oxytocin_given_ol
mentors_base,MENTORS,base,73.96000175623463,61.233688970846515,72.42991892050111,0.0,12.730871677789485,34.11784752925301,43.09046483226905,22.791687638477942,28.805759510669855,0.0,49.512523141262825,30.998690947245812,0.0
mentors_current,MENTORS,current,73.96000175623463,61.233688970846515,72.42770167427702,0.0,12.626748916988642,33.83173912540449,43.3196399552489,22.848620919346608,65.61143374300941,54.74652332146442,54.52502700243108,53.85444572344868,0.0
mentors_moderate,MENTORS,moderate,73.96000175623463,61.233688970846515,72.425630780939,0.0,12.591280295047419,33.734919453965894,43.395399885450715,22.869680660583384,78.2207402776501,65.59611884169801,65.5318418628095,64.31400658966696,0.0
mentors_high,MENTORS,high,73.96000175623463,61.233688970846515,72.42475266362253,0.0,12.554560355930219,33.63742409913162,43.47201239267071,22.890563508197665,93.19718675075008,78.19902673694916,77.75270743649999,76.52052426969162,0.0
prompts_base,PROMPTS,base,73.96000175623463,61.233688970846515,72.42991892050111,0.0,12.730871677789485,34.11784752925301,43.09046483226905,22.791687638477942,28.805759510669855,0.0,49.512523141262825,30.998690947245812,0.0
prompts_current,PROMPTS,current,74.13045164500645,61.504214963119075,72.4352534831987,0.0,12.476012761971667,34.24250883342817,42.99690642801252,22.760584738559306,28.80477159237565,0.0,49.700908802734034,30.967235084348268,0.0
prompts_moderate,PROMPTS,moderate,80.60859384147055,66.37781729305702,72.44467860906218,0.0,7.046803652968037,35.00032509714577,42.393746866369604,22.605928036484624,28.723042311302187,0.0,50.00382363775988,30.966355392746443,0.0
prompts_high,PROMPTS,high,98.59035827186511,72.49736564805059,72.49736564805059,0.0,0.0,,,,28.639682643268284,0.0,50.25432232485435,30.502709122689197,0.0
prompts_high_shift,PROMPTS,high_shift,95.91218826835265,76.30107715724154,79.77660695468914,0.0,4.447788607891348,37.88719989013779,39.83015933371955,22.282640776142657,28.642618376017452,0.0,54.05685464862422,32.73503823338557,0.0
blood_base,Blood,base,73.96000175623463,61.233688970846515,72.42991892050111,0.0,12.730871677789485,34.11784752925301,43.09046483226905,22.791687638477942,28.805759510669855,0.0,49.512523141262825,30.998690947245812,0.0
blood_current,Blood,current,73.96000175623463,61.233688970846515,72.42991892050111,0.0,12.730871677789485,34.11784752925301,43.09046483226905,22.791687638477942,28.805759510669855,0.0,49.512523141262825,30.998690947245812,0.0
blood_moderate,Blood,moderate,73.96000175623463,61.233688970846515,72.42991892050111,0.0,12.730871677789485,34.11784752925301,43.09046483226905,22.791687638477942,28.805759510669855,0.0,49.512523141262825,30.998690947245812,0.0
blood_high,Blood,high,73.96000175623463,61.233688970846515,72.42991892050111,0.0,12.730871677789485,34.11784752925301,43.09046483226905,22.791687638477942,28.805759510669855,0.0,49.512523141262825,30.998690947245812,0.0
referral_base,Referral,base,73.96000175623463,61.233688970846515,72.42991892050111,0.0,12.730871677789485,34.11784752925301,43.09046483226905,22.791687638477942,28.805759510669855,0.0,49.512523141262825,30.998690947245812,0.0
referral_current,Referral,current,73.96000175623463,61.233688970846515,72.42991892050111,0.0,12.730871677789485,34.11784752925301,43.09046483226905,22.791687638477942,28.805759510669855,0.0,49.512523141262825,30.998690947245812,0.0
referral_moderate,Referral,moderate,73.96000175623463,61.233688970846515,72.42991892050111,0.0,12.730871677789485,42.706087441121184,41.279360462350134,16.014552096528686,28.805759510669855,0.0,49.512523141262825,30.998690947245812,0.0
referral_high,Referral,high,73.96000175623463,61.233688970846515,72.42991892050111,0.0,12.730871677789485,50.371018318137004,39.73426933342381,9.894712348439192,28.805759510669855,0.0,49.512523141262825,30.998690947245812,0.0
pulse_base,PULSE,base,73.96000175623463,61.233688970846515,72.42991892050111,0.0,12.730871677789485,34.11784752925301,43.09046483226905,22.791687638477942,28.805759510669855,0.0,49.512523141262825,30.998690947245812,0.0
pulse_current,PULSE,current,73.96000175623463,61.233688970846515,72.42991892050111,0.0,12.730871677789485,34.11784752925301,43.09046483226905,22.791687638477942,28.805759510669855,0.0,49.512523141262825,30.998690947245812,0.0
pulse_moderate,PULSE,moderate,73.96000175623463,61.233688970846515,72.42570395738204,0.0,12.66425916169067,33.91514841007788,43.19415554850236,22.890696041419755,28.805759510669855,0.0,50.06582066446299,31.030031374478316,0.0
pulse_high,PULSE,high,73.96000175623463,61.233688970846515,72.42578445146938,0.0,12.614630898021309,33.82262196245378,43.22527913732886,22.952098900217358,28.805759510669855,0.0,50.147705761801795,31.211652855926285,0.0
fqa_base,FQA,base,73.96000175623463,61.233688970846515,72.42771630956562,0.0,12.634410490574874,33.85233192047001,43.30339032296771,22.84427775656229,62.066503899740525,51.770357013948185,51.302852133053264,50.82523782019008,0.0
fqa_current,FQA,current,73.96000175623463,61.233688970846515,72.42771630956562,0.0,12.634359267064745,33.85211343335189,43.303514746961845,22.84437181968627,62.066503899740525,51.86339825547871,51.449797142830846,50.910692550780965,0.0
fqa_moderate,FQA,moderate,73.96000175623463,61.233688970846515,72.42771630956562,0.0,12.633173808687506,33.84890059084875,43.3059970609366,22.845102348214652,62.066503899740525,53.45934289747809,53.13344289108367,52.52271643775427,0.0
fqa_high,FQA,high,73.96000175623463,61.233688970846515,72.42771630956562,0.0,12.632090797330523,33.84605247969835,43.308067224630854,22.8458802956708,62.066503899740525,54.95258343995448,54.774952524268805,54.026925028910824,0.0
