scenario,intervention,level,anc,initial_l45,final_l45,free_referral,self_referral,emergency_transfer,delay_lt1h_given_transfer,delay_1_2h_given_transfer,delay_2plus_given_transfer,iv_iron,pph_bundle,mgso4,antibiotics,oxytocin,iv_iron_given_anemia_anc,pph_bundle_given_pph,mgso4_given_eclampsia,antibiotics_given_sepsis,oxytocin_given_ol,pph,maternal_sepsis,eclampsia,obstructed_labor,aph,uterine_rupture,severe_complication,maternal_deaths_per_100k,facility_maternal_deaths_per_100k,neonatal_deaths_per_1000
mentors_base,MENTORS,base,0.7396000175623463,0.6123368897084651,0.7242991892050111,0.0,0.6123368897084651,0.12730871677789485,0.34117847529253015,0.4309046483226905,0.22791687638477942,0.04453591499824377,0.0,0.005250409788081021,0.04609084123638918,0.01043093607305936,0.28805759510669854,0.0,0.49512523141262826,0.3099869094724581,0.0,0.08983710923779417,0.11766120770401592,0.008440536822386137,0.03945644538110291,0.02025048296452406,0.004355754595480623,0.04644091733988995,109.47927643133121,68.45449184653087,6.321639737735628
mentors_current,MENTORS,current,0.7396000175623463,0.6123368897084651,0.7242770167427701,0.0,0.6123368897084651,0.12626748916988642,0.3383173912540449,0.433196399552489,0.22848620919346607,0.1014801399133591,0.046478310502283106,0.005393396557780119,0.07495748448659408,0.027615618780002342,0.6561143374300942,0.5474652332146442,0.5452502700243108,0.5385444572344867,0.0,0.06106266830581899,0.08840863189322093,0.007685648635991102,0.03769164910432034,0.02025048296452406,0.004355754595480623,0.03695688443976115,93.91464699683878,53.17148183125928,6.199435077859736
mentors_moderate,MENTORS,moderate,0.7396000175623463,0.6123368897084651,0.72425630780939,0.0,0.6123368897084651,0.1259128029504742,0.33734919453965895,0.43395399885450714,0.22869680660583383,0.12098729656948835,0.05459833450415642,0.006325957147874956,0.08739601627444094,0.033073996019201496,0.7822074027765009,0.6559611884169801,0.655318418628095,0.6431400658966696,0.0,0.05532087870272802,0.07650114155251142,0.007051208874839013,0.037173267181828826,0.02025048296452406,0.004355754595480623,0.034029241306638564,90.29973071068962,49.82158414741688,6.07349841938883
mentors_high,MENTORS,high,0.7396000175623463,0.6123368897084651,0.7242475266362253,0.0,0.6123368897084651,0.1255456035593022,0.3363742409913162,0.4347201239267071,0.22890563508197664,0.14414698220348904,0.06356983959723686,0.007291593490223627,0.10111279416930102,0.03943924891698864,0.9319718675075008,0.7819902673694916,0.7775270743649999,0.7652052426969163,0.0,0.048846519728369044,0.06360437887835148,0.006344763493736096,0.03657424481910783,0.02025048296452406,0.004355754595480623,0.030778451001053742,86.340885142255,45.12447606034884,5.891289076220582
prompts_base,PROMPTS,base,0.7396000175623463,0.6123368897084651,0.7242991892050111,0.0,0.6123368897084651,0.12730871677789485,0.34117847529253015,0.4309046483226905,0.22791687638477942,0.04453591499824377,0.0,0.005250409788081021,0.04609084123638918,0.01043093607305936,0.28805759510669854,0.0,0.49512523141262826,0.3099869094724581,0.0,0.08983710923779417,0.11766120770401592,0.008440536822386137,0.03945644538110291,0.02025048296452406,0.004355754595480623,0.04644091733988995,109.47927643133121,68.45449184653087,6.321639737735628
prompts_current,PROMPTS,current,0.7413045164500645,0.6150421496311907,0.7243525348319869,0.0,0.6150421496311907,0.12476012761971667,0.3424250883342817,0.4299690642801252,0.22760584738559306,0.0446366789603091,0.0,0.0052636547242711626,0.04602864125980564,0.010490501697693479,0.2880477159237565,0.0,0.49700908802734034,0.30967235084348266,0.0,0.08972119775201967,0.11771835850602974,0.008427218709752956,0.03947408090387543,0.02023314014752371,0.004371780236506264,0.04632815244116614,107.488877180658,67.81144255242675,6.266318346797799
prompts_moderate,PROMPTS,moderate,0.8060859384147055,0.6637781729305702,0.7244467860906219,0.0,0.6637781729305702,0.07046803652968037,0.3500032509714577,0.423937468663696,0.22605928036484624,0.04832923545252313,0.0,0.005210016391523241,0.044860818405338954,0.011032885493501931,0.2872304231130219,0.0,0.5000382363775988,0.3096635539274644,0.0,0.08698695995785037,0.11465760742301838,0.0083405046247512,0.039778641259805646,0.02032095187917106,0.00448944795691371,0.045442058892401355,96.37337548296453,62.28758046707343,5.671832923545252
prompts_high,PROMPTS,high,0.9859035827186511,0.7249736564805059,0.7249736564805059,0.0,0.7249736564805059,0.0,,,,0.05905880458962651,0.0,0.004988218592670648,0.03772538344456153,0.011577610935487648,0.2863968264326828,0.0,0.5025432232485435,0.305027091226892,0.0,0.07156985423252546,0.09825196112867346,0.00782475705420911,0.042482437653670525,0.020294096124575577,0.004409831986886781,0.04230235042735043,76.12545369394685,55.61530713464266,4.373170588924014
prompts_high_shift,PROMPTS,high_shift,0.9591218826835265,0.7630107715724154,0.7977660695468914,0.0,0.7630107715724154,0.04447788607891348,0.37887199890137796,0.3983015933371955,0.22282640776142656,0.057431799555087225,0.0,0.005203430511649689,0.043336187214611875,0.011313809858330406,0.28642618376017454,0.0,0.5405685464862422,0.3273503823338557,0.0,0.07999048706240487,0.10316019786910198,0.0074493619014166955,0.04129493033602623,0.02039983608476759,0.00433321625102447,0.043930745814307455,71.51533778246107,51.115255311746395,4.491789603090973
blood_base,Blood,base,0.7396000175623463,0.6123368897084651,0.7242991892050111,0.0,0.6123368897084651,0.12730871677789485,0.34117847529253015,0.4309046483226905,0.22791687638477942,0.04453591499824377,0.0,0.005250409788081021,0.04609084123638918,0.01043093607305936,0.28805759510669854,0.0,0.49512523141262826,0.3099869094724581,0.0,0.08983710923779417,0.11766120770401592,0.008440536822386137,0.03945644538110291,0.02025048296452406,0.004355754595480623,0.04644091733988995,109.47927643133121,68.45449184653087,6.321639737735628
