scenario,intervention,level,comparison_baseline,anc,initial_l45,final_l45,free_referral,self_referral,emergency_transfer,delay_lt1h_given_transfer,delay_1_2h_given_transfer,delay_2plus_given_transfer,iv_iron,pph_bundle,mgso4,antibiotics,oxytocin,iv_iron_given_anemia_anc,pph_bundle_given_pph,mgso4_given_eclampsia,antibiotics_given_sepsis,oxytocin_given_ol,pph,maternal_sepsis,eclampsia,obstructed_labor,aph,uterine_rupture,severe_complication,maternal_deaths_per_100k,facility_maternal_deaths_per_100k,neonatal_deaths_per_1000
mentors_base,MENTORS,base,overall_no_flags,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mentors_current,MENTORS,current,overall_no_flags,0.0,0.0,-2.2172462241010216e-05,0.0,0.0,-0.001041227608008427,-0.0028610840384852287,0.002291751229798522,0.0005693328086866511,0.056944224915115325,0.046478310502283106,0.0001429867696990982,0.028866643250204896,0.017184682706942983,0.36805674232339564,0.5474652332146442,0.05012503861168255,0.22855754776202863,0.0,-0.028774440931975183,-0.02925257581079499,-0.0007548881863950353,-0.001764796276782575,0.0,0.0,-0.009484032900128794,-15.564629434492431,-15.283010015271593,-0.12220465987589257
mentors_moderate,MENTORS,moderate,overall_no_flags,0.0,0.0,-4.288139562114157e-05,0.0,0.0,-0.0013959138274206584,-0.0038292807528712003,0.0030493505318166525,0.000779930221054409,0.07645138157124459,0.05459833450415642,0.0010755473597939356,0.041305175038051756,0.022643059946142137,0.4941498076698024,0.6559611884169801,0.16019318721546677,0.3331531564242115,0.0,-0.03451623053506615,-0.0411600661515045,-0.0013893279475471242,-0.002283178199274087,0.0,0.0,-0.012411676033251384,-19.1795457206416,-18.632907699113993,-0.2481413183467982
mentors_high,MENTORS,high,overall_no_flags,0.0,0.0,-5.166256878585962e-05,0.0,0.0,-0.0017631132185926546,-0.004804234301213961,0.003815475604016627,0.0009887586971972229,0.09961106720524526,0.06356983959723686,0.0020411837021426064,0.055021952932911844,0.029008312843929282,0.6439142724008022,0.7819902673694916,0.28240184295237164,0.45521833322445815,0.0,-0.04099058950942513,-0.05405682882566444,-0.0020957733286500408,-0.002882200561995084,0.0,0.0,-0.015662466338836206,-23.13839128907621,-23.33001578618203,-0.4303506615150461
prompts_base,PROMPTS,base,overall_no_flags,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prompts_current,PROMPTS,current,overall_no_flags,0.0017044988877181755,0.0027052599227256335,5.334562697578704e-05,0.0,0.0027052599227256335,-0.0025485891581781828,0.0012466130417515542,-0.0009355840425652739,-0.0003110289991863635,0.00010076396206533389,0.0,1.3244936190141832e-05,-6.21999765835421e-05,5.9565624634118006e-05,-9.87918294204082e-06,0.0,0.001883856614712076,-0.0003145586289754476,0.0,-0.00011591148577450028,5.715080201382228e-05,-1.331811263318057e-05,1.7635522772514733e-05,-1.734281700035284e-05,1.6025641025640795e-05,-0.00011276489872380502,-1.9903992506732209,-0.6430492941041166,-0.05532139093782895
prompts_moderate,PROMPTS,moderate,overall_no_flags,0.06648592085235927,0.05144128322210506,0.00014759688561072348,0.0,0.05144128322210506,-0.05684068024821448,0.008824775678927532,-0.00696717965899446,-0.0018575960199331831,0.00379332045427936,0.0,-4.039339655777935e-05,-0.001230022831050226,0.0006019494204425706,-0.0008271719936766564,0.0,0.0049130049649705465,-0.00032335554499368646,0.0,-0.0028501492799438005,-0.00300360028099754,-0.00010003219763493609,0.0003221958787027329,7.046891464699764e-05,0.00013369336143308728,-0.000998858447488593,-13.105900948366681,-6.166911379457439,-0.6498068141903763
prompts_high,PROMPTS,high,overall_no_flags,0.2463035651563048,0.11263676677204082,0.0006744672754948056,0.0,0.11263676677204082,-0.12730871677789485,,,,0.014522889591382739,0.0,-0.00026219119541037294,-0.008365457791827652,0.001146674862428287,-0.0016607686740157113,0.0,0.007417991835915239,-0.004959818245566128,0.0,-0.018267255005268712,-0.01940924657534246,-0.0006157797681770275,0.0030259922725676125,4.361316005151508e-05,5.407739140615795e-05,-0.004138566912539519,-33.35382273738436,-12.839184711888208,-1.9484691488116148
prompts_high_shift,PROMPTS,high_shift,overall_no_flags,0.21952186512118022,0.15067388186395025,0.07346688034188031,0.0,0.15067388186395025,-0.08283083069898137,0.03769352360884781,-0.032603054985494984,-0.005090468623352856,0.012895884556843457,0.0,-4.697927643133176e-05,-0.0027546540217773044,0.0008828737852710454,-0.0016314113465240032,0.0,0.04544331507361393,0.01736347286139761,0.0,-0.0098466221753893,-0.014501009834913939,-0.0009911749209694414,0.0018384849549233154,0.00014935312024352831,-2.2538344456152735e-05,-0.0025101715255824927,-37.96393864887014,-17.339236534784476,-1.829850134644655
blood_base,Blood,base,overall_no_flags,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
