scenario,intervention,level,run,anc,initial_l45,final_l45,free_referral,self_referral,emergency_transfer,delay_lt1h_given_transfer,delay_1_2h_given_transfer,delay_2plus_given_transfer,iv_iron,pph_bundle,mgso4,antibiotics,oxytocin,iv_iron_given_anemia_anc,pph_bundle_given_pph,mgso4_given_eclampsia,antibiotics_given_sepsis,oxytocin_given_ol,pph,maternal_sepsis,eclampsia,obstructed_labor,aph,uterine_rupture,severe_complication,maternal_deaths_per_100k,facility_maternal_deaths_per_100k,neonatal_deaths_per_1000
mentors_base,MENTORS,base,1,0.6291900403503592,0.29067513040055115,0.42789587639011906,0.0,0.29067513040055115,0.14280582619820884,0.5568381516832639,0.3510216739602357,0.09214017435650046,0.024534986713906113,0.0,0.006790670209625037,0.022340320834563526,0.011352229111307942,0.24449566027558475,0.0,0.26666666666666666,0.19128676160782002,0.0,0.038923334317488435,0.10209132959354394,0.022364924712134634,0.05738608404684578,0.017503198504084244,0.01952071646491487,0.03385001476232654,216.51412262572583,81.36523794025669,16.499360299183152
mentors_current,MENTORS,current,1,0.6291900403503592,0.29067513040055115,0.42711347308335795,0.0,0.29067513040055115,0.1419102450546206,0.5563646450986511,0.35126044592392247,0.0923749089774264,0.05192894400157465,0.016327133156185416,0.008153725027064265,0.04155102844208247,0.01308434209231375,0.5174814887461384,0.4224061107574793,0.32811881188118813,0.3660482053060517,0.0,0.030651510678082868,0.08626119476429485,0.021262670996949118,0.05717449069973428,0.017503198504084244,0.01952071646491487,0.03105009349473477,200.76764098021846,60.13952369497233,16.39110323787029
mentors_moderate,MENTORS,moderate,1,0.6291900403503592,0.29067513040055115,0.42622281271528395,0.0,0.29067513040055115,0.14085227831906308,0.5559670206819453,0.35159306875349355,0.0924399105645612,0.07355575238657612,0.02169569924220057,0.010938883968113374,0.05525046747367385,0.017995276055506347,0.7329966164860491,0.5685364281108962,0.4509127789046653,0.4990222222222222,0.0,0.027654758389922252,0.075489617163665,0.019550241118000196,0.056598759964570415,0.017503198504084244,0.01952071646491487,0.029249089656529868,196.33894301741955,66.50723796855765,16.24347997244366
mentors_high,MENTORS,high,1,0.6291900403503592,0.29067513040055115,0.4255142210412361,0.0,0.29067513040055115,0.14002558803267395,0.5558757379814451,0.35159544560022493,0.09252881641833005,0.09342092313748647,0.02652298002165141,0.01308926286782797,0.06639602401338451,0.022414132467276842,0.9309567008287157,0.7007280291211648,0.5524402907580478,0.6143793825698934,0.0,0.025027064265328216,0.06623855919692943,0.018172423974018304,0.056131286290719416,0.017503198504084244,0.01952071646491487,0.027925401043204408,176.6558409605354,50.941714188682454,15.997441196732604
prompts_base,PROMPTS,base,1,0.6291900403503592,0.29067513040055115,0.42789587639011906,0.0,0.29067513040055115,0.14280582619820884,0.5568381516832639,0.3510216739602357,0.09214017435650046,0.024534986713906113,0.0,0.006790670209625037,0.022340320834563526,0.011352229111307942,0.24449566027558475,0.0,0.26666666666666666,0.19128676160782002,0.0,0.038923334317488435,0.10209132959354394,0.022364924712134634,0.05738608404684578,0.017503198504084244,0.01952071646491487,0.03385001476232654,216.51412262572583,81.36523794025669,16.499360299183152
prompts_current,PROMPTS,current,1,0.6291900403503592,0.29067513040055115,0.42789587639011906,0.0,0.29067513040055115,0.14280582619820884,0.5568381516832639,0.3510216739602357,0.09214017435650046,0.024534986713906113,0.0,0.006790670209625037,0.022340320834563526,0.011352229111307942,0.24449566027558475,0.0,0.26666666666666666,0.19128676160782002,0.0,0.038923334317488435,0.10209132959354394,0.022364924712134634,0.05738608404684578,0.017503198504084244,0.01952071646491487,0.03385001476232654,216.51412262572583,81.36523794025669,16.499360299183152
prompts_moderate,PROMPTS,moderate,1,0.6849621100285405,0.32124298789489225,0.45910835547682316,0.0,0.32124298789489225,0.14477905717941147,0.5604989463666644,0.3478009652640881,0.0917000883692475,0.02654758389922252,0.0,0.007415608699931109,0.02348194075386281,0.012464324377521898,0.2429742388758782,0.0,0.2958963282937365,0.20152878077621522,0.0,0.039877964767247316,0.10103336285798642,0.02168585769117213,0.05711544139356363,0.01772463340222419,0.01946658793425844,0.033613817537643934,183.54492668044483,79.85023049205188,15.948233441590395
prompts_high,PROMPTS,high,1,0.8371912213364826,0.3929091624840075,0.5133746678476528,0.0,0.3929091624840075,0.12887511071744906,0.5697976326842307,0.34104620084001525,0.0891561664757541,0.03227536659777581,0.0,0.007764983761440803,0.024835154020273593,0.014924712134632418,0.24268324268324268,0.0,0.33326293558606124,0.219740508533612,0.0,0.041767542564708195,0.09714102942623758,0.01989961617950989,0.05609192008660565,0.017522881606141127,0.019638815077256174,0.033146343863792935,143.1945674638323,84.4649470469755,12.19368172423974
prompts_high_shift,PROMPTS,high_shift,1,0.8848636945182561,0.4403651215431552,0.5756372404290916,0.0,0.4403651215431552,0.14464619624052752,0.5731246810682089,0.33883313488688555,0.0880421840449056,0.03405668733392383,0.0,0.008345635272118885,0.02655250467473674,0.01624840074795788,0.24225559172529665,0.0,0.37176676896098204,0.23604549431321084,0.0,0.042933766361578585,0.09557130203720106,0.018511957484499558,0.05678574943411081,0.01770987107568153,0.01886133254600925,0.032737919496112586,122.03523275268182,86.60262977658786,11.465406948135026
blood_base,Blood,base,1,0.6291900403503592,0.29067513040055115,0.42789587639011906,0.0,0.29067513040055115,0.14280582619820884,0.5568381516832639,0.3510216739602357,0.09214017435650046,0.024534986713906113,0.0,0.006790670209625037,0.022340320834563526,0.011352229111307942,0.24449566027558475,0.0,0.26666666666666666,0.19128676160782002,0.0,0.038923334317488435,0.10209132959354394,0.022364924712134634,0.05738608404684578,0.017503198504084244,0.01952071646491487,0.03385001476232654,216.51412262572583,81.36523794025669,16.499360299183152
blood_current,Blood,current,1,0.6291900403503592,0.29067513040055115,0.42789587639011906,0.0,0.29067513040055115,0.14280582619820884,0.5568381516832639,0.3510216739602357,0.09214017435650046,0.024534986713906113,0.0,0.006790670209625037,0.022340320834563526,0.011352229111307942,0.24449566027558475,0.0,0.26666666666666666,0.19128676160782002,0.0,0.038923334317488435,0.10209132959354394,0.022364924712134634,0.05738608404684578,0.017503198504084244,0.01952071646491487,0.03385001476232654,195.35478791457535,69.33733320126223,16.499360299183152
blood_moderate,Blood,moderate,1,0.6291900403503592,0.29067513040055115,0.42789587639011906,0.0,0.29067513040055115,0.14280582619820884,0.5568381516832639,0.3510216739602357,0.09214017435650046,0.024534986713906113,0.0,0.006790670209625037,0.022340320834563526,0.011352229111307942,0.24449566027558475,0.0,0.26666666666666666,0.19128676160782002,0.0,0.038923334317488435,0.10209132959354394,0.022364924712134634,0.05738608404684578,0.017503198504084244,0.01952071646491487,0.03385001476232654,169.2746776892038,53.06428561321089,16.499360299183152
