scenario,intervention,level,comparison_baseline,anc,initial_l45,final_l45,free_referral,self_referral,emergency_transfer,delay_lt1h_given_transfer,delay_1_2h_given_transfer,delay_2plus_given_transfer,iv_iron,pph_bundle,mgso4,antibiotics,oxytocin,iv_iron_given_anemia_anc,pph_bundle_given_pph,mgso4_given_eclampsia,antibiotics_given_sepsis,oxytocin_given_ol,pph,maternal_sepsis,eclampsia,obstructed_labor,aph,uterine_rupture,severe_complication,maternal_deaths_per_100k,facility_maternal_deaths_per_100k,neonatal_deaths_per_1000
blood_current,Blood,current,overall_no_flags,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.007085916740465,-11.273976824300846,0.0
blood_moderate,Blood,moderate,overall_no_flags,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.80011809861233,-22.72283575364537,0.0
blood_high,Blood,high,overall_no_flags,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-86.10619033559689,-44.05145002013997,0.0
referral_base,Referral,base,overall_no_flags,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
referral_current,Referral,current,overall_no_flags,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
referral_moderate,Referral,moderate,overall_no_flags,0.0,0.0,0.0,0.0,0.0,0.0,0.07046270799907906,-0.04319203125788801,-0.027270676741191144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9363251648459823,-2.9755579429648833,0.0
referral_high,Referral,high,overall_no_flags,0.0,0.0,0.0,0.0,0.0,0.0,0.1341496090395391,-0.08234488316975352,-0.05180472586978562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7127251254797784,-5.696784470320708,0.0
pulse_base,PULSE,base,overall_no_flags,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pulse_current,PULSE,current,overall_no_flags,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pulse_moderate,PULSE,moderate,overall_no_flags,0.0,0.0,-0.0011607863399272222,0.0,0.0,-0.0012521651412262802,0.0003552143111272832,-0.00044777997645362166,9.256566532622745e-05,0.0,0.0,4.409014860742074e-05,-0.001735114654069482,0.0,0.0,0.0,0.0016421970118717932,0.0006368157639322913,0.0,0.0,-0.008455909851392565,-5.7253223107962825e-05,0.0,0.0,0.0,-0.0007347948036610583,-3.6044680641668947,-2.8252145949251286,-0.014737722665090658
pulse_high,PULSE,high,overall_no_flags,0.0,0.0,-0.002160195846865498,0.0,0.0,-0.0023748400747957976,9.137338705111908e-05,-0.00023500492562239517,0.0001436315385712067,0.0,0.0,2.312764491684341e-06,-0.0033227782698553275,0.0,0.0,0.0,7.69176920915049e-05,0.0011059292155379818,0.0,0.0,-0.01613573959255979,-3.825902962306671e-05,0.0,0.0,0.0,-0.0014574352918019853,-5.152051963389425,-3.9157714764854887,-0.009743135518158752
fqa_base,FQA,base,overall_no_flags,0.0,0.0,-0.0010978988288554703,0.0,0.0,-0.0012511071744907287,-0.0004493901950607393,0.00034008112089872755,0.00010930907416199787,0.02882814191516583,0.017698454876488533,0.0010968654659974427,0.01796744906997343,0.0016703080405471894,0.27957034176318674,0.40355287493341807,0.052719953041022505,0.1697316839938073,0.0,-0.01053028737329003,-0.015985262277334905,-0.001299183151264642,-0.00019254994587147162,0.0,0.0,-0.0029391054030115105,-10.68792441688808,-15.419607626482119,0.011932880621987607
fqa_current,FQA,current,overall_no_flags,0.0,0.0,-0.0010978988288554703,0.0,0.0,-0.0012511071744907287,-0.0004493901950607393,0.00034008112089872755,0.00010930907416199787,0.02882814191516583,0.017698454876488533,0.0010968654659974427,0.01796744906997343,0.0016703080405471894,0.27957034176318674,0.40355287493341807,0.052719953041022505,0.1697316839938073,0.0,-0.01053028737329003,-0.015985262277334905,-0.001299183151264642,-0.00019254994587147162,0.0,0.0,-0.0029391054030115105,-10.68792441688808,-15.419607626482119,0.011932880621987607
fqa_moderate,FQA,moderate,overall_no_flags,0.0,0.0,-0.001126070268674395,0.0,0.0,-0.0012826985532919943,-0.00046296073059348686,0.00034943446034696457,0.00011352627024646678,0.02882814191516583,0.01831369943903159,0.0013967375258340728,0.019367262080503888,0.0021261194764294854,0.27957034176318674,0.4177517368450272,0.06465706972930962,0.1825764804839514,0.0,-0.010863891349276643,-0.016974461175081182,-0.0014241954532034258,-0.00024325853754551818,0.0,0.0,-0.003100531443755536,-10.852770396614517,-15.494890917146492,-0.005658891841353153
fqa_high,FQA,high,overall_no_flags,0.0,0.0,-0.0011506003346127835,0.0,0.0,-0.0013101072729062302,-0.0004701927921939575,0.00035546523162116594,0.00011472756057272215,0.02882814191516583,0.01887821080602303,0.0016622871764590107,0.020637781714398184,0.0025308286585965945,0.27957034176318674,0.43075881998164817,0.07523181786445693,0.19423340670435232,0.0,-0.011166568251156382,-0.017863005609684082,-0.0015346668634976905,-0.00028786536758192843,0.0,0.0,-0.0032468507036708984,-11.24397204999508,-15.788849764890507,-0.013975002460387742
