scenario,intervention,level,anc,initial_l45,final_l45,free_referral,self_referral,emergency_transfer,delay_lt1h_given_transfer,delay_1_2h_given_transfer,delay_2plus_given_transfer,iv_iron,pph_bundle,mgso4,antibiotics,oxytocin,iv_iron_given_anemia_anc,pph_bundle_given_pph,mgso4_given_eclampsia,antibiotics_given_sepsis,oxytocin_given_ol,pph,maternal_sepsis,eclampsia,obstructed_labor,aph,uterine_rupture,severe_complication,maternal_deaths_per_100k,facility_maternal_deaths_per_100k,neonatal_deaths_per_1000
mentors_base,MENTORS,base,0.5608424613719122,0.26001719811042223,0.38930951677984454,0.0,0.26001719811042223,0.13390665288849524,0.5565134764836411,0.3531591786725729,0.09032734484378606,0.02483724534986714,0.0,0.007001107174490699,0.02133146343863793,0.010682363940557032,0.24096112528980232,0.0,0.26963501967905257,0.187140173829311,0.0,0.045674884361775414,0.09946732605058557,0.023127472689695897,0.048436743430764685,0.01765677590788308,0.019212011613030214,0.03071752288160614,215.98021848243283,77.6256552967435,14.524456254305678
mentors_current,MENTORS,current,0.5608424613719122,0.26001719811042223,0.3882116179509891,0.0,0.26001719811042223,0.1326555457140045,0.5560640862885804,0.35349925979347163,0.09043665391794806,0.05366538726503297,0.017698454876488533,0.008097972640488142,0.03929891250861136,0.012352671981104221,0.520531467052989,0.40355287493341807,0.3223549727200751,0.3568718578231183,0.0,0.035144596988485384,0.08348206377325067,0.021828289538431255,0.048244193484893214,0.01765677590788308,0.019212011613030214,0.02777841747859463,205.29229406554475,62.206047670261384,14.536389134927665
mentors_moderate,MENTORS,moderate,0.5608424613719122,0.26001719811042223,0.3870894104910934,0.0,0.26001719811042223,0.13139157071154414,0.5556559133531941,0.3538278849639111,0.09051620168289491,0.07585729751008759,0.022802947544533016,0.01044727389036512,0.05048393366794607,0.016808852475150085,0.7357641077517963,0.5352786185663431,0.42687866859449275,0.4724482664539756,0.0,0.03125167306367484,0.07269412459403603,0.02019390315913788,0.04775100875898041,0.01765677590788308,0.019212011613030214,0.025991216415707116,199.89912410195848,55.20563852914437,14.401756716858577
mentors_high,MENTORS,high,0.5608424613719122,0.26001719811042223,0.38605949217596697,0.0,0.26001719811042223,0.13021808877079027,0.5552526841831597,0.35414640310337253,0.09060091271346785,0.09582954433618739,0.026929140832595216,0.01235264737722665,0.05973646786733589,0.020803365810451727,0.9294274337686286,0.6496561471462163,0.5170424511232417,0.5748334424666635,0.0,0.027880621986025,0.06361376832988878,0.01880388249188072,0.04730693337269954,0.01765677590788308,0.019212011613030214,0.024461593347111506,194.02863891349276,48.528639920837605,14.28186202145458
prompts_base,PROMPTS,base,0.5608424613719122,0.26001719811042223,0.38930951677984454,0.0,0.26001719811042223,0.13390665288849524,0.5565134764836411,0.3531591786725729,0.09032734484378606,0.02483724534986714,0.0,0.007001107174490699,0.02133146343863793,0.010682363940557032,0.24096112528980232,0.0,0.26963501967905257,0.187140173829311,0.0,0.045674884361775414,0.09946732605058557,0.023127472689695897,0.048436743430764685,0.01765677590788308,0.019212011613030214,0.03071752288160614,215.98021848243283,77.6256552967435,14.524456254305678
prompts_current,PROMPTS,current,0.5608424613719122,0.26001719811042223,0.38930951677984454,0.0,0.26001719811042223,0.13390665288849524,0.5565134764836411,0.3531591786725729,0.09032734484378606,0.02483724534986714,0.0,0.007001107174490699,0.02133146343863793,0.010682363940557032,0.24096112528980232,0.0,0.26963501967905257,0.187140173829311,0.0,0.045674884361775414,0.09946732605058557,0.023127472689695897,0.048436743430764685,0.01765677590788308,0.019212011613030214,0.03071752288160614,215.98021848243283,77.6256552967435,14.524456254305678
prompts_moderate,PROMPTS,moderate,0.6114029869107371,0.28746990945773054,0.4169073910048223,0.0,0.28746990945773054,0.1347223944493652,0.5587650802568626,0.35135368014183527,0.08988123960130215,0.027088893809664404,0.0,0.007331734081291211,0.02213517370337565,0.011535208148804252,0.24089469773293332,0.0,0.2862230072480313,0.19539768051365974,0.0,0.045960018698946954,0.09810582127743332,0.02258409605353804,0.048161229209723454,0.017630548174392285,0.019207386084046846,0.03044323885444346,198.53606928451924,75.14495946839548,13.699340616081095
prompts_high,PROMPTS,high,0.7475669471508709,0.35197406751304006,0.4838643834268281,0.0,0.35197406751304006,0.1386662976085031,0.5634986703877053,0.34763572228093514,0.08886560733135962,0.03314132467276843,0.0,0.008193238854443459,0.024623019387855525,0.013674662926877277,0.2408422946435077,0.0,0.33347225193839447,0.21883595865208025,0.0,0.04711691762621789,0.09563625627398878,0.021249827772857003,0.04743858872158252,0.017596102745792735,0.01923329396712922,0.03012400354295837,155.36364531050094,75.43179962203585,11.379539415411868
prompts_high_shift,PROMPTS,high_shift,0.839972861923039,0.42235835547682316,0.556666248400748,0.0,0.42235835547682316,0.14221995866548567,0.566251394166861,0.344408050475694,0.08934055535744509,0.03716991437850605,0.0,0.008740699734278122,0.026587515992520423,0.015902371813797854,0.24080313830958858,0.0,0.3694624373950363,0.23924657022469073,0.0,0.04759386379293376,0.09297382147426435,0.02005791752780238,0.047044114752484996,0.017677492372797955,0.01925135321326641,0.02970920677098711,128.17143981891547,78.02006349272301,9.871026473772266
blood_base,Blood,base,0.5608424613719122,0.26001719811042223,0.38930951677984454,0.0,0.26001719811042223,0.13390665288849524,0.5565134764836411,0.3531591786725729,0.09032734484378606,0.02483724534986714,0.0,0.007001107174490699,0.02133146343863793,0.010682363940557032,0.24096112528980232,0.0,0.26963501967905257,0.187140173829311,0.0,0.045674884361775414,0.09946732605058557,0.023127472689695897,0.048436743430764685,0.01765677590788308,0.019212011613030214,0.03071752288160614,215.98021848243283,77.6256552967435,14.524456254305678
